file	fn	site_line	messages
src/iface/packet.rs	emit_payload	115	arithmetic operation may underflow ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/iface/packet.rs	emit_payload	121	arithmetic operation may underflow ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/iface/packet.rs	emit_payload	143	arithmetic operation may underflow ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/iface/packet.rs	emit_payload	179	arithmetic operation may underflow ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::result::{impl#0}::unwrap may panic: MightPanic(Tra ;; refinement type error
src/iface/packet.rs	as_sixlowpan_next_header	234	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/iface/packet.rs	as_sixlowpan_next_header	234	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/iface/packet.rs	as_sixlowpan_next_header	236	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/iface/packet.rs	as_sixlowpan_next_header	236	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/iface/packet.rs	as_sixlowpan_next_header	240	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/iface/packet.rs	as_sixlowpan_next_header	240	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/iface/route.rs	lookup	173	call to core[a8c6]::iter::traits::iterator::Iterator::max_by_key may p ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to heapless[ea1e]::vec::{impl#36}::deref may panic: MightPanic(No
src/iface/route.rs	lookup	187	call to core[a8c6]::iter::traits::iterator::Iterator::max_by_key may p ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to heapless[ea1e]::vec::{impl#36}::deref may panic: MightPanic(No
src/iface/socket_set.rs	add	83	call to core[a8c6]::iter::adapters::enumerate::{impl#1}::next may pani ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	add	83	call to core[a8c6]::iter::adapters::enumerate::{impl#1}::next may pani ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get	99	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#2}::deref may panic: MightPanic(No
src/iface/socket_set.rs	get	101	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#2}::deref may panic: MightPanic(No
src/iface/socket_set.rs	get	103	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#2}::deref may panic: MightPanic(No
src/iface/socket_set.rs	get_mut	113	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	113	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	113	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	113	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	113	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	113	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	113	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	115	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	115	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	115	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	115	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	115	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	115	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	115	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	116	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	116	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	116	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	116	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	116	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	116	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	get_mut	116	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::option::{impl#0}::expect may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	remove	126	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/iface/socket_set.rs	remove	128	assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani
src/phy/mod.rs	from_driver	67	call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/socket/dhcpv4.rs	process	315	call to core[a8c6]::cmp::PartialEq::ne may panic: MightPanic(Transitiv ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; refinement type error
src/socket/dhcpv4.rs	process	333	call to core[a8c6]::cmp::PartialEq::ne may panic: MightPanic(Transitiv ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; refinement type error
src/socket/dhcpv4.rs	dispatch	570	arithmetic operation may underflow ;; call to core[a8c6]::ops::function::FnOnce::call_once may panic: MightP ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv ;; call to core[a8c6]::result::{impl#28}::from_residual may panic: MightP
src/socket/tcp.rs	new	592	arithmetic operation may underflow ;; call to core[a8c6]::convert::Into::into may panic: MightPanic(NotInCal ;; call to core[a8c6]::num::{impl#11}::leading_zeros may panic: MightPani ;; call to core[a8c6]::num::{impl#11}::saturating_sub may panic: MightPan ;; call to core[a8c6]::panicking::panic_fmt may panic: MightPanic(NoMIRAv
src/socket/tcp.rs	process	1641	
src/socket/tcp.rs	process	1799	
src/socket/tcp.rs	seq_to_transmit	2323	arithmetic operation may underflow ;; call to core[a8c6]::num::{impl#11}::saturating_sub may panic: MightPan ;; call to core[a8c6]::option::{impl#0}::unwrap may panic: MightPanic(Tra
src/socket/udp.rs	process	643	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; refinement type error
src/storage/assembler.rs	add	233	arithmetic operation may underflow ;; assertion might fail: possible out-of-bounds access ;; call to core[a8c6]::iter::range::{impl#6}::next may panic: MightPanic( ;; call to core[a8c6]::option::{impl#0}::unwrap_or_else may panic: MightP
src/storage/packet_buffer.rs	dequeue_with	195	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/packet_buffer.rs	dequeue_with	196	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/packet_buffer.rs	dequeue	215	call to core[a8c6]::option::{impl#0}::unwrap may panic: MightPanic(Tra ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila ;; call to core[a8c6]::result::{impl#28}::from_residual may panic: MightP
src/storage/packet_buffer.rs	peek	227	call to core[a8c6]::option::{impl#0}::unwrap may panic: MightPanic(Tra
src/storage/ring_buffer.rs	get_idx_unchecked	110	assertion might fail: possible remainder with a divisor of zero
src/storage/ring_buffer.rs	get_idx_unchecked	110	assertion might fail: possible remainder with a divisor of zero
src/storage/ring_buffer.rs	get_idx_unchecked	110	assertion might fail: possible remainder with a divisor of zero
src/storage/ring_buffer.rs	get_idx_unchecked	110	assertion might fail: possible remainder with a divisor of zero
src/storage/ring_buffer.rs	dequeue_one_with	154	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/ring_buffer.rs	dequeue_one_with	154	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/ring_buffer.rs	dequeue_one_with	154	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/ring_buffer.rs	enqueue_many_with	193	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/ring_buffer.rs	enqueue_many_with	193	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/ring_buffer.rs	dequeue_many_with	245	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/ring_buffer.rs	dequeue_many_with	245	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/ring_buffer.rs	dequeue_many_with	245	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/ring_buffer.rs	dequeue_many_with	245	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/ring_buffer.rs	dequeue_many_with	245	internal flux error: crates/flux-infer/src/infer.rs:888:22
src/storage/ring_buffer.rs	get_unallocated	314	arithmetic operation may underflow ;; call to managed[ba83]::slice::{impl#3}::deref_mut may panic: MightPani ;; refinement type error
src/storage/ring_buffer.rs	enqueue_unallocated	345	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/storage/ring_buffer.rs	get_allocated	369	arithmetic operation may underflow ;; call to managed[ba83]::slice::{impl#2}::deref may panic: MightPanic(No ;; refinement type error
src/storage/ring_buffer.rs	get_allocated	369	arithmetic operation may underflow ;; call to managed[ba83]::slice::{impl#2}::deref may panic: MightPanic(No ;; refinement type error
src/storage/ring_buffer.rs	dequeue_allocated	398	arithmetic operation may underflow ;; call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/wire/arp.rs	set_hardware_type	176	refinement type error
src/wire/arp.rs	set_protocol_type	183	refinement type error
src/wire/arp.rs	set_hardware_len	190	assertion might fail: possible out-of-bounds access
src/wire/arp.rs	set_protocol_len	197	assertion might fail: possible out-of-bounds access
src/wire/arp.rs	set_operation	204	refinement type error
src/wire/arp.rs	set_source_hardware_addr	214	refinement type error
src/wire/arp.rs	set_source_protocol_addr	224	refinement type error
src/wire/arp.rs	set_target_hardware_addr	234	refinement type error
src/wire/arp.rs	set_target_protocol_addr	244	refinement type error
src/wire/dhcpv4.rs	set_sname_and_boot_file_to_zero	428	call to core[a8c6]::slice::iter::{impl#174}::next may panic: MightPani ;; refinement type error
src/wire/dhcpv4.rs	set_sname_and_boot_file_to_zero	431	call to core[a8c6]::slice::iter::{impl#174}::next may panic: MightPani ;; refinement type error
src/wire/dhcpv4.rs	set_magic_number	495	refinement type error
src/wire/dhcpv4.rs	emit	935	call to core[a8c6]::array::{impl#15}::index may panic: MightPanic(Tran ;; call to core[a8c6]::array::{impl#16}::index_mut may panic: MightPanic( ;; call to core[a8c6]::iter::traits::iterator::Iterator::count may panic: ;; call to core[a8c6]::num::{impl#7}::to_be_bytes may panic: MightPanic(T ;; call to core[a8c6]::num::{impl#8}::to_be_bytes may panic: MightPanic(T ;; call to core[a8c6]::ops::arith::{impl#144}::mul may panic: MightPanic( ;; call to core[a8c6]::ops::arith::{impl#16}::add may panic: MightPanic(S ;; call to core[a8c6]::slice::iter::{impl#166}::next may panic: MightPani ;; call to heapless[ea1e]::vec::{impl#36}::deref may panic: MightPanic(No ;; refinement type error
src/wire/ethernet.rs	from_bytes	76	refinement type error
src/wire/ethernet.rs	set_src_addr	287	refinement type error
src/wire/ethernet.rs	set_src_addr	287	refinement type error
src/wire/ethernet.rs	set_src_addr	287	refinement type error
src/wire/ethernet.rs	set_ethertype	294	refinement type error
src/wire/ethernet.rs	set_ethertype	294	refinement type error
src/wire/ethernet.rs	set_ethertype	294	refinement type error
src/wire/icmpv4.rs	set_msg_code	308	assertion might fail: possible out-of-bounds access
src/wire/icmpv4.rs	set_echo_ident	325	refinement type error
src/wire/icmpv4.rs	set_echo_seq_no	335	refinement type error
src/wire/icmpv4.rs	data_mut	355	refinement type error
src/wire/icmpv4.rs	emit	530	call to xarxa_driver[1613]::{impl#1}::tx may panic: MightPanic(NoMIRAv ;; refinement type error
src/wire/icmpv4.rs	emit	544	call to xarxa_driver[1613]::{impl#1}::tx may panic: MightPanic(NoMIRAv ;; refinement type error
src/wire/icmpv6.rs	payload	458	refinement type error
src/wire/icmpv6.rs	payload	458	refinement type error
src/wire/icmpv6.rs	payload	458	refinement type error
src/wire/icmpv6.rs	payload	458	refinement type error
src/wire/icmpv6.rs	payload	458	refinement type error
src/wire/icmpv6.rs	set_msg_type	470	assertion might fail: possible out-of-bounds access
src/wire/icmpv6.rs	set_msg_type	470	assertion might fail: possible out-of-bounds access
src/wire/icmpv6.rs	set_msg_code	479	assertion might fail: possible out-of-bounds access
src/wire/icmpv6.rs	set_msg_code	479	assertion might fail: possible out-of-bounds access
src/wire/icmpv6.rs	set_msg_code	479	assertion might fail: possible out-of-bounds access
src/wire/icmpv6.rs	clear_reserved	502	assertion might fail: possible out-of-bounds access ;; refinement type error
src/wire/icmpv6.rs	clear_reserved	502	assertion might fail: possible out-of-bounds access ;; refinement type error
src/wire/icmpv6.rs	clear_reserved	507	assertion might fail: possible out-of-bounds access ;; refinement type error
src/wire/icmpv6.rs	clear_reserved	511	assertion might fail: possible out-of-bounds access ;; refinement type error
src/wire/icmpv6.rs	set_echo_ident	544	refinement type error
src/wire/icmpv6.rs	set_echo_seq_no	554	refinement type error
src/wire/icmpv6.rs	payload_mut	600	refinement type error
src/wire/icmpv6.rs	payload_mut	600	refinement type error
src/wire/icmpv6.rs	parse	680	call to core[a8c6]::result::{impl#0}::map may panic: MightPanic(Transi ;; call to xarxa_driver[1613]::{impl#1}::rx may panic: MightPanic(NoMIRAv ;; refinement type error
src/wire/icmpv6.rs	emit	787	arithmetic operation may underflow ;; call to xarxa_driver[1613]::{impl#1}::tx may panic: MightPanic(NoMIRAv ;; refinement type error
src/wire/icmpv6.rs	emit	794	arithmetic operation may underflow ;; call to xarxa_driver[1613]::{impl#1}::tx may panic: MightPanic(NoMIRAv ;; refinement type error
src/wire/ieee802154.rs	frame_type	371	call to byteorder[387c]::{impl#3}::read_u16 may panic: MightPanic(NoMI ;; refinement type error
src/wire/ieee802154.rs	frame_type	371	call to byteorder[387c]::{impl#3}::read_u16 may panic: MightPanic(NoMI ;; refinement type error
src/wire/ieee802154.rs	dst_addressing_mode	388	call to byteorder[387c]::{impl#3}::read_u16 may panic: MightPanic(NoMI ;; refinement type error
src/wire/ieee802154.rs	src_addressing_mode	406	call to byteorder[387c]::{impl#3}::read_u16 may panic: MightPanic(NoMI ;; refinement type error
src/wire/ieee802154.rs	addressing_fields	450	refinement type error
src/wire/ieee802154.rs	addressing_fields	450	refinement type error
src/wire/ieee802154.rs	src_pan_id	543	call to byteorder[387c]::{impl#3}::read_u16 may panic: MightPanic(NoMI ;; refinement type error
src/wire/ieee802154.rs	payload	721	refinement type error
src/wire/ip.rs	pseudo_header	992	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/wire/ip.rs	pseudo_header	992	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/wire/ip.rs	pseudo_header	992	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/wire/ip.rs	pseudo_header	992	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/wire/ipv4.rs	new	101	call to core[a8c6]::panicking::panic may panic: MightPanic(NoMIRAvaila
src/wire/ipv4.rs	verify_checksum	369	refinement type error
